Action,Notes,title,key,Org,count,Matches,Unmatched,Names
,,OCHA FTS - Requirements and Funding Data,data series,OCHA Financial Tracking System (FTS)|OCHA Financial Tracking System (FTS),222,none|4,
,,WorldPop - Births,data series,WorldPop,161,none|149,
,,COD - Subnational Administrative Boundaries,data series,OCHA Nigeria,111,none|12,
,,WFP - ICA Categories & Areas,data series,WFP - World Food Programme,18,none|155,
,,WFP - Food Insecurity,data series,WFP - World Food Programme,23,none|150,
,,WFP - Natural Shock,data series,WFP - World Food Programme|WFP - World Food Programme,15,none|151,
,,WFP - Administration Boundaries,data series,WFP - World Food Programme,13,none|157,
,,WFP - Drought Risk,data series,WFP - World Food Programme,15,none|153,
,,WFP - Land Degradation,data series,WFP - World Food Programme,13,none|152,
,,WFP - Landslide Risk,data series,WFP - World Food Programme,11,none|154,
,,UNICEF Data and Analytics (HQ) - Global sanitation standards,data series,UNICEF Data and Analytics (HQ)|UNICEF Data and Analytics (HQ),14,none|158,
,,UNICEF Data and Analytics (HQ) - Global sanitation standards,data series,UNICEF Data and Analytics (HQ)|UNICEF Data and Analytics (HQ),14,none|158,
,,UNICEF Data and Analytics (HQ) - Global sanitation standards,data series,UNICEF Data and Analytics (HQ),14,none|158,
,,UNICEF Data and Analytics (HQ) - Global sanitation standards,data series,UNICEF Data and Analytics (HQ),14,none|158,
,,UNICEF Data and Analytics (HQ) - Global sanitation standards,data series,UNICEF Data and Analytics (HQ),14,none|158,
,,UNICEF Data and Analytics (HQ) - Nutrition,data series,UNICEF Data and Analytics (HQ),20,none|159,
,,UNICEF Data and Analytics (HQ) - Children and Pregnancy,data series,UNICEF Data and Analytics (HQ),6,none|160,
,,UNICEF Data and Analytics (HQ) - Birth and Children mortality,data series,UNICEF Data and Analytics (HQ),13,none|161,
,,UNICEF Data and Analytics (HQ) - Child Health and Vaccines,data series,UNICEF Data and Analytics (HQ),7,none|163,
,,UNICEF Data and Analytics (HQ) - Sexual Behaviour and HIV,data series,UNICEF Data and Analytics (HQ),16,none|164,
,,UNICEF Data and Analytics (HQ) - Sexual Behaviour and HIV,data series,UNICEF Data and Analytics (HQ),16,none|164,
,,UNICEF Data and Analytics (HQ) - Societal support for families and childcare,data series,UNICEF Data and Analytics (HQ),10,none|165,
,,UNICEF Data and Analytics (HQ) - Population statistics,data series,UNICEF Data and Analytics (HQ),8,none|166,
,,UNICEF Data and Analytics (HQ) - Birth and Children mortality,data series,UNICEF Data and Analytics (HQ),13,none|161,
,,The DHS Program - Subnational Health and Demographic Data,data series,The DHS Program,171,none|168,
,,COD - Populated Places - Settlements,data series,OCHA Chad,25,none|77,
,,WFP - Road Network,data series,WFP - World Food Programme,66,none|99,
,,COD - Infrastructure,data series,OCHA Iraq,28,none|200,
,,COD - Subnational Administrative Boundaries,data series,UNFPA,111,none|12,
,,WFP - Food availability,data series,WFP - World Food Programme,9,none|171,
,,WFP - Natural Shock,data series,WFP - World Food Programme,15,none|151,
,,,excluded,Myanmar Information Management Unit (MIMU),55,none|134,
,,OCHA Latin America and the Caribbean (ROLAC) - HOTOSM Schools,data series,OCHA Latin America and the Caribbean (ROLAC),31,none|173,
,,COD - Elevation,data series,OCHA Middle East and North Africa (ROMENA),10,none|146,32478487-f0a6-478f-b1c4-d2f07a728f76|bad45f77-be4f-4420-b04b-7626bfecf689|df77c96f-8449-4bbd-966d-1d4c6bd36770,Algeria - Elevation Model,Tunisia_ Elevation Model,Gulf Countries- Elevation Model
,,HDX - Disaster Inventory,data series,HDX,7,none|174,
,,IRC - Ethiopia All Emergency Responses,data series,International Rescue Committee Ethiopia,18,none|175,
,,IRC - Ethiopia Funded Emergency Responses,data series,International Rescue Committee Ethiopia,34,none|176,
,,United Nations Economic Commission for Africa - Population and migration indicators,data series,United Nations Economic Commission for Africa,19,none|179,
,,United Nations Economic Commission for Africa - Health indicators,data series,United Nations Economic Commission for Africa,19,none|180,
,,United Nations Economic Commission for Africa - Education indicators,data series,United Nations Economic Commission for Africa,18,none|181,
,,COD - Infrastructure,data series,OCHA Field Information Services Section (FISS),28,none|200,
,,ITOS - Simplified Geojson,data series,ITOS,7,none|184,
,,Global Healthsites Mapping Project - Healthsites,data series,Global Healthsites Mapping Project,199,none|66,8a390277-942c-4ba9-84c8-c28527438d7d,Cote d'Ivoire healthsites
,,OCHA Sudan - ICA Sudan,data series,OCHA Sudan,9,none|185,
,,COD - Subnational Administrative Boundaries,data series,OCHA Democratic Republic of the Congo (DRC),111,none|12,
,,,clean,Education in Emergencies Working Group Nigeria ,13,none|186,
,,COD - Populated Places - Settlements,data series,OCHA occupied Palestinian territory (oPt),25,none|77,
,,COD - Infrastructure,data series,Myanmar Information Management Unit (MIMU),28,none|200,
,,COD - Subnational Administrative Boundaries,data series,OCHA Office of the Pacific Islands,111,none|12,
,,WorldPop - Population Estimates by COD Administrative Unit,data series,WorldPop,14,none|188,
,,COD - Populated Places - Settlements,data series,OCHA South Sudan,25,none|77,
,,COD - Subnational Administrative Boundaries,data series,OCHA Cameroon,111,none|12,
,,COD - Infrastructure,data series,Myanmar Information Management Unit (MIMU),28,none|200,
,,COD - Populated Places - Settlements,data series,OCHA Pakistan,25,none|77,
,,,clean,OCHA Regional Office for Southern and Eastern Africa (ROSEA),13,none|186,c7aeb30f-c5ea-4b93-86cb-ca17ef217ffc|db0ba5f4-cd9a-4512-b9ca-3c79f59fed08,Greater Horn of Africa Countries,kenya-admin-level-3-wards
,,UNDP Human Development Reports Office (HDRO) - Health and Economics Indicators,data series,UNDP Human Development Reports Office (HDRO),6,none|192,065578f6-9423-4529-8939-51404ddf9c40|02eee172-3e05-4027-8c09-e7f0ae8e1095|b8be6243-3115-4811-8f1e-65b6ce461fb3|5a45582a-fd35-47f8-a7fb-81308760240f|4c67dd39-7582-45cb-9740-0032a6df0240|d41b5824-e40e-4fd6-9c8f-900eb2616f3c|7f92cea1-e010-473f-aa0c-b4b3e56cb8d3|2b7e8d98-e572-471c-a413-bedca7836c8a|e2167f49-4ff7-4df7-82ca-bd223565e385|a0109830-855f-4f7c-b6e1-f9fedc2e7b39|358cfdbe-9b16-4dd0-ba2e-080a16a8a0f0,Fundamental Labour Rights,Environmental Sustainability,HDI Growth,HDI World Rankings,HDI Trends,Health Outcomes,Human Security,Inequality-adjusted HDI ratios,Multidimensional poverty index Trends,National income,Work with exploitation
,,HDX - Daily Summaries of Precipitation Indicators,data series,HDX,57,none|193,
,,OCHA Türkiye - Syria IDP flow data 2018,data series,OCHA Türkiye,9,none|190,
,,,excluded,WFP - World Food Programme,55,none|134,
,,Majidata - Kenya and Water,data series,Majidata (closed),3,none|195,ce27bbc0-2815-4fdb-8833-20a01b9eaf94|0651b8f5-e2a3-41bf-be1e-eb63a3b9030e|10ee9bdd-b63b-493e-be4a-8bbce2204b92,Main source of water for doing laundry,Summary Findings from Majidata project,Households  paying for the water they use in Kenya
,,"United Nations Human Settlement Programmes, Global Urban Observatory - Demographic, Health, Education and Transport indicators",data series,"United Nations Human Settlement Programmes, Global Urban Observatory",167,none|197,
,,,excluded,OCHA Regional Office for Southern and Eastern Africa (ROSEA),55,none|134,
,,COD - Infrastructure,data series,OCHA Liberia,28,none|200,
,,COD - Hydrology,data series,OCHA Liberia,21,none|205,
,,COD - Infrastructure,data series,OCHA Liberia,28,none|200,
,,COD - Elevation,data series,OCHA Ethiopia,10,none|146,
,,COD - Hydrology,data series,OCHA Regional Office for Southern and Eastern Africa (ROSEA),21,none|205,
,,COD - Populated Places - Settlements,data series,OCHA Regional Office for Southern and Eastern Africa (ROSEA),25,none|77,
,,COD - Infrastructure,data series,OCHA Regional Office for Southern and Eastern Africa (ROSEA),28,none|200,
,,COD - Hydrology,data series,OCHA Regional Office for Southern and Eastern Africa (ROSEA),21,none|205,9018958c-c1e9-4650-80a8-3c80495b296a,Rwanda - Water courses (Rivers)
,,COD - Infrastructure,data series,OCHA Regional Office for Southern and Eastern Africa (ROSEA),28,none|200,
,,COD - Elevation,data series,OCHA Regional Office for Southern and Eastern Africa (ROSEA),10,none|146,
,,COD - Hydrology,data series,OCHA Nigeria,21,none|205,
,,OCHA West and Central Africa (ROWCA) - Nutrition,data series,OCHA West and Central Africa (ROWCA),5,none|202,
,,COD - Infrastructure,data series,OCHA West and Central Africa (ROWCA)|OCHA Regional Office for Asia and the Pacific (ROAP),28,none|200,970f4fe5-3f51-4bf0-9ae3-4d37535e8571|331682f9-529a-4138-aa96-b5114962e3d6,Benin - Roads,Benin - Railways
,,COD - Infrastructure,data series,OCHA West and Central Africa (ROWCA),28,none|200,
,,COD - Hydrology,data series,OCHA West and Central Africa (ROWCA),21,none|205,
,,COD - Hydrology,data series,OCHA Mali,21,none|205,
,,COD - Infrastructure,data series,OCHA Mali,28,none|200,
,,COD - Elevation,data series,OCHA Mali,10,none|146,
,,COD - Infrastructure,data series,OCHA Regional Office for Asia and the Pacific (ROAP),28,none|200,
,,COD - Hydrology,data series,OCHA Regional Office for Asia and the Pacific (ROAP),21,none|205,
,,COD - Elevation,data series,OCHA Regional Office for Asia and the Pacific (ROAP),10,none|146,
,,COD - Hydrology,data series,OCHA Regional Office for Asia and the Pacific (ROAP),21,none|205,
,,COD - Populated Places - Settlements,data series,OCHA Regional Office for Asia and the Pacific (ROAP),25,none|77,
,,OCHA Regional Office for Asia and the Pacific (ROAP) - Airports,data series,OCHA Regional Office for Asia and the Pacific (ROAP),5,none|211,
,,COD - Populated Places - Settlements,data series,OCHA ROSA (Closed),25,none|77,2d25b1dd-e35c-474b-8d74-5d705f19b12d,Zimbabwe - Populated Places
,,COD - Elevation,data series,OCHA ROSA (Closed),10,none|146,
,,,excluded,OCHA Philippines,55,none|134,
,,COD - Elevation,data series,OCHA Niger,10,none|146,
,,COD - Infrastructure,data series,OCHA Niger,28,none|200,
,,COD - Hydrology,data series,OCHA West and Central Africa (ROWCA),21,none|205,
,,COD - Infrastructure,data series,OCHA Latin America and the Caribbean (ROLAC),28,none|200,
,,COD - Infrastructure,data series,OCHA Latin America and the Caribbean (ROLAC),28,none|200,
,,COD - Populated Places - Settlements,data series,OCHA Latin America and the Caribbean (ROLAC),25,none|77,9fbe6437-8da6-4024-9d59-ea7fc19612a1,Bolivia - Settlements
,,COD - Populated Places - Settlements,data series,OCHA Pakistan,25,none|77,
,,COD - Infrastructure,data series,OCHA Yemen,28,none|200,
,,COD - Infrastructure,data series,OCHA Yemen,28,none|200,
,,COD - Hydrology,data series,OCHA Yemen,21,none|205,
,,COD - Hydrology,data series,OCHA Syria,21,none|205,
,,COD - Populated Places - Settlements,data series,OCHA Lebanon,25,none|77,
,,COD - Elevation,data series,OCHA Central African Republic,10,none|146,
,,COD - Populated Places - Settlements,data series,OCHA Central African Republic,25,none|77,
,,COD - Hydrology,data series,OCHA Central African Republic,21,none|205,
,,COD - Infrastructure,data series,OCHA Nigeria,28,none|200,
,,COD - Infrastructure,data series,OCHA Regional Office for Asia and the Pacific (ROAP),28,none|200,
,,COD - Infrastructure,data series,OCHA Regional Office for Asia and the Pacific (ROAP),28,none|200,
,,COD - Hydrology,data series,OCHA Democratic Republic of the Congo (DRC),21,none|205,
,,COD - Populated Places - Settlements,data series,OCHA Sudan,25,none|77,
,,COD - Infrastructure,data series,OCHA Middle East and North Africa (ROMENA),28,none|200,
,,COD - Infrastructure,data series,OCHA Central African Republic,28,none|200,
,,COD - Infrastructure,data series,OCHA Haiti,28,none|200,
,,COD - Hydrology,data series,OCHA Haiti,21,none|205,
,,COD - Hydrology,data series,OCHA Haiti,21,none|205,
,,COD - Infrastructure,data series,OCHA Sudan,28,none|200,
,,COD - Infrastructure,data series,OCHA Sudan,28,none|200,
,,,excluded,United Nations Satellite Centre (UNOSAT),55,none|134,3872e28a-333b-4200-beff-0ea5767fb2af|6cb29eb2-b02d-4941-8bab-317ad6088e43|3cec31ac-b522-45ec-a0ce-c22f0b56a74b|b0341da6-83f0-4de0-a303-147b04addf6f|5469ee4f-bdfe-4b5a-b4c9-3b191722ea66|a408667e-ef0a-4968-9a72-e77e4a5c154a|36939c16-3618-4d7f-990a-e719e628b3e9|a5b9e20e-6eeb-414f-92cb-bb64037e2078|cf5cc6c2-ab62-44f9-9c42-415c3eea8b0c|66ba612f-cc63-4689-98cd-87a8493e0f11|a1f1898f-22d5-4a02-88c3-394bb675f4ac|b0d81366-ab39-45ee-8791-0a28e3a85817|1f3d0043-9f00-451f-b7a1-fbd1155a2194|442e794b-a1b4-4e9d-85fc-03c712eb5958|8616a4d3-e342-4610-933b-483426082797|8f71b21f-dae8-4544-b586-0b6b7352f8b0|34a04eab-4410-407f-b6f6-09f4063bd799,"Geodata of Flood Waters Over Ann area, Rakhine State, Myanmar","Geodata of Damage Assessment over Tuikhingzang, Tonzang Township, Chin Division, Myanmar","Geodata of Flood Waters Over Western Sagaing Division, Myanmar","Geodata of Flood Waters Over Ann and Myebon area, Rakhine State, Myanmar","Geodata of Flood Waters Over Kayin and Mon State, Myanmar","Geodata of Flood Waters Over South Sagaing State, Myanmar","Geodata of Flood Waters Near City of Yangon, Myanmar","Geodata of Flood Waters Over Northern Rakhine State, Myanmar","Geodata of Flood Waters In Zambezia, Tete and Sofala, Mozambique, and Southern Region, Malawi","Geodata of Flood Waters In Southern Region, Malawi and Zambezia, Mozambique","Geodata of Flood Water over Namacura and Maganja Da Costa District, Zambezia Province, Mozambique","Geodata of Flood Waters In Zambezia, Tete and Sofala, Mozambique, and Southern Region, Malawi","Geodata of Flood Waters Over Zambezia, Tete and Sofala Provinces, Mozambique","Geodata of Flood Waters Over Central Magway State, Myanmar","Geodata of Flood Waters Over Northwest Rakhine State, Myanmar","Geodata of Flood Waters In Zambezia, Tete and Sofala, Mozambique, and Southern Region, Malawi","Geodata of Flood Waters Over Zambezia Province, Mozambique"
